term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,50440,11887481,664913,516465,148448,5.6,4.3,1.2,8685,17.2,1936975,306902,213260,93642,15.8,11,4.8,412165,30589,636,25,17,26811,435,4494,40405,515577,16549,19870,91759,19974,148152,663729
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Black_African,22525,5266641,254549,204025,50524,4.8,3.9,1,3055,13.6,672082,104479,74623,29856,15.5,11.1,4.4,157334,12782,2012,5,5,14100,479,1431,15617,203765,10140,5488,28573,6170,50371,254136
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Asian,40695,9667701,480117,404971,75146,5,4.2,0.8,5410,13.3,1212477,186927,140813,46114,15.4,11.6,3.8,307753,22912,6408,14,195,38081,2023,979,25786,404151,18895,6813,41572,7622,74902,479053
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,64600,15192385,784019,640506,143513,5.2,4.2,0.9,9340,14.5,2067734,322409,236544,85865,15.6,11.4,4.2,491192,37433,7555,17,114,53092,1808,2669,45475,639355,32257,15559,79171,16263,143250,782605
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Asian_Total,365825,86175610,4456987,3606196,850791,5.2,4.2,1,52505,14.4,11848421,1776115,1275406,500709,15,10.8,4.2,2707194,186864,188521,99,285,281443,30329,2941,185012,3582688,366261,32884,372466,74553,846164,4428852
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Indian,93025,22063924,1025149,862974,162175,4.6,3.9,0.7,11120,12,2533513,367594,278274,89320,14.5,11,3.5,621035,41603,31137,44,159,107833,8395,348,51705,862259,88958,5805,53879,13237,161879,1024138
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Pakistani,151605,35570329,1945602,1530314,415288,5.5,4.3,1.2,23895,15.8,5392815,819241,565236,254005,15.2,10.5,4.7,1166460,84014,96683,18,20,96435,13500,1783,70370,1529283,175498,15803,189282,34479,415062,1944345
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Bangladeshi,60260,14383443,820556,661718,158838,5.7,4.6,1.1,10055,16.7,2320008,344929,250705,94224,14.9,10.8,4.1,515472,32072,39244,11,10,24401,3699,239,25220,640368,55460,6349,78529,14461,154799,795167
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,60935,14157914,665680,551190,114490,4.7,3.9,0.8,7440,12.2,1602085,244351,181191,63160,15.3,11.3,3.9,404227,29175,21457,26,96,52774,4735,571,37717,550778,46345,4927,50776,12376,114424,665202
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Black_Total,197520,45959121,1698879,1319830,379049,3.7,2.9,0.8,17240,8.7,3600775,569337,384687,184650,15.8,10.7,5.1,985812,92353,40539,81,97,68777,3614,11388,114041,1316702,69416,35766,213862,59171,378215,1694917
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Black_Caribbean,45895,10830958,503644,371673,131971,4.7,3.4,1.2,6025,13.1,1340835,214193,138540,75653,16,10.3,5.6,285092,24733,940,17,25,17283,752,6083,36214,371139,18230,17270,75872,20405,131777,502916
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Black_African,126475,29322736,955251,763977,191274,3.3,2.6,0.7,8465,6.7,1682229,262450,182547,79903,15.6,10.9,4.7,562258,55271,36775,54,44,40172,2513,3896,60725,761708,41755,12926,105737,30316,190734,952442
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_black_background,25150,5805427,239984,184180,55804,4.1,3.2,1,2755,10.9,577711,92694,63600,29094,16,11,5,138462,12349,2824,10,28,11322,349,1409,17102,183855,9431,5570,32253,8450,55704,239559
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Chinese,12995,3050373,109215,94722,14493,3.6,3.1,0.5,1010,7.8,223936,32671,25907,6764,14.6,11.6,3,61821,6905,239,7,3,17695,940,69,6895,94574,8060,1116,4036,1248,14460,109034
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Any_Other_Ethnic_Group,58470,13372489,689290,524537,164753,5.2,3.9,1.2,8510,14.6,1756774,276278,184818,91460,15.7,10.5,5.2,376585,33381,25942,25,300,45268,2682,1097,38210,523490,59375,7264,79751,18110,164500,687990
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minority_Ethnic_Group,1009480,235669523,12066678,9603654,2463024,5.1,4.1,1,146730,14.5,32031189,5088928,3616447,1472481,15.9,11.3,4.6,7230142,543266,288830,428,89322,717053,47286,30839,622739,9569905,712870,154190,1308245,280399,2455704,12025609
Autumn and spring term,201213,National,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Unclassified,31770,6009578,326504,268427,58077,5.4,4.5,1,5485,17.3,900727,147645,110940,36705,16.4,12.3,4.1,206841,15396,2608,5,1163,20634,550,1066,19591,267854,10359,5509,34279,7731,57878,325732
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_1_and_below,628725,149666745,8187678,7021747,1165931,5.5,4.7,0.8,97145,15.5,22242085,3446939,2714780,732159,15.5,12.2,3.3,5581595,404515,56129,70,21177,570831,13239,10805,349107,7007468,297696,107567,625686,132064,1163013,8170481
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_2,607330,144868487,7133265,6070788,1062477,4.9,4.2,0.7,77485,12.8,17698397,2691053,2071496,619557,15.2,11.7,3.5,4722724,354685,55608,87,20012,552248,12601,14273,325607,6057845,286321,99048,558436,116207,1060012,7117857
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_3,592550,141437783,6579114,5589537,989577,4.7,4,0.7,68360,11.5,15575737,2360220,1806385,553835,15.2,11.6,3.6,4303648,329574,54670,158,19018,523666,11901,19129,319910,5581674,262362,89199,523768,112706,988035,6569709
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_4,579070,138470608,6345333,5395661,949672,4.6,3.9,0.7,65550,11.3,15029466,2273453,1749173,524280,15.1,11.6,3.5,4151161,317459,51703,108,20175,497564,8890,23080,317451,5387591,250394,81567,507663,108363,947987,6335578
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_5,545255,130670745,5958775,5071654,887121,4.6,3.9,0.7,61580,11.3,14142147,2153859,1665805,488054,15.2,11.8,3.5,3898754,299369,49569,128,18753,450847,7948,25321,313713,5064402,231694,70333,479866,103671,885564,5949966
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_6,517280,125073686,5716766,4887167,829599,4.6,3.9,0.7,58330,11.3,13623664,2080592,1629173,451419,15.3,12,3.3,3748974,299025,46170,430,18382,398891,7213,27955,333562,4880602,218193,61628,452958,95409,828188,5708790
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_7,2750,662219,32896,29666,3230,5,4.5,0.5,355,12.9,81768,12969,10959,2010,15.9,13.4,2.5,22998,1838,43,0,3,2679,24,186,1895,29666,606,256,2132,236,3230,32896
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_8,340,80571,4332,3486,846,5.4,4.3,1.1,50,14.1,11277,1932,1426,506,17.1,12.6,4.5,2736,264,20,1,0,165,0,40,260,3486,65,64,564,153,846,4332
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_9,140,32472,2295,1915,380,7.1,5.9,1.2,30,19.9,6375,1213,946,267,19,14.8,4.2,1250,249,0,0,0,109,0,67,240,1915,50,57,271,2,380,2295
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_10,175,40717,1755,1471,284,4.3,3.6,0.7,20,10.3,4039,604,428,176,15,10.6,4.4,1050,202,0,0,0,76,0,9,134,1471,24,26,234,0,284,1755
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_11,155,36850,2720,1727,993,7.4,4.7,2.7,35,21.7,7960,1883,1038,845,23.7,13,10.6,1251,181,0,0,0,12,0,39,244,1727,108,90,784,11,993,2720
Autumn and spring term,201213,National,E92000001,England,State-funded primary,NC year,NC_Year_Not_followed_or_missing,25610,650122,117298,56414,60884,18,8.7,9.4,10535,41.1,260743,109265,50366,58899,41.9,19.3,22.6,22375,1899,158,0,2418,2911,110,934,25564,56369,4308,1141,47735,7670,60854,117223
Autumn and spring term,201213,National,E92000001,England,State-funded primary,FSM,FSM_eligible,682865,159465731,10511694,8031302,2480392,6.6,5,1.6,150875,22.1,34069461,5543933,3884312,1659621,16.3,11.4,4.9,6398272,513100,81820,163,34494,337795,7699,62359,574089,8009791,297070,270253,1609075,298791,2475189,10484980
Autumn and spring term,201213,National,E92000001,England,State-funded primary,FSM,FSM_Not_eligible,2790910,671575152,29453235,26043517,3409718,4.4,3.9,0.5,278060,10,64353454,9480784,7767297,1713487,14.7,12.1,2.7,20037869,1494261,232092,819,83026,2659293,54117,58545,1388034,26008056,1250443,239582,1543287,370031,3403343,29411399
Autumn and spring term,201213,National,E92000001,England,State-funded primary,FSM,FSM_unclassified,25610,650122,117298,56414,60884,18,8.7,9.4,10535,41.1,260743,109265,50366,58899,41.9,19.3,22.6,22375,1899,158,0,2418,2911,110,934,25564,56369,4308,1141,47735,7670,60854,117223
Autumn and spring term,201213,National,E92000001,England,State-funded primary,SEN provision,SEN_provision_No_identified_SEN,2797215,670124698,30162453,26039839,4122614,4.5,3.9,0.6,301810,10.8,69178796,10243148,8033612,2209536,14.8,11.6,3.2,20335745,1357612,252214,821,66926,2508255,51146,20655,1401993,25995367,1242678,322156,2082351,466180,4113365,30108732
Autumn and spring term,201213,National,E92000001,England,State-funded primary,SEN provision,SEN_provision_With_statement,52875,12486764,887854,782718,105136,7.1,6.3,0.8,12200,23.1,2788992,497773,424076,73697,17.8,15.2,2.6,528870,106797,4648,40,1418,41665,765,18670,77836,780709,21524,13772,58436,11105,104837,885546
Autumn and spring term,201213,National,E92000001,England,State-funded primary,SEN provision,SEN_provision_SEN_without_statement,623685,148429421,8914622,7252262,1662360,6,4.9,1.1,114925,18.4,26455127,4283796,3193921,1089875,16.2,12.1,4.1,5571526,542952,57050,121,49176,447168,9905,81579,482294,7241771,283311,173907,1011575,191537,1660330,8902101
Autumn and spring term,201213,National,E92000001,England,State-funded primary,SEN provision,SEN_provision_Unclassified,25610,650122,117298,56414,60884,18,8.7,9.4,10535,41.1,260743,109265,50366,58899,41.9,19.3,22.6,22375,1899,158,0,2418,2911,110,934,25564,56369,4308,1141,47735,7670,60854,117223
Autumn and spring term,201213,National,E92000001,England,State-funded primary,First language,First_language_Known_or_believed_to_be_English,2847925,681137821,32394874,28033623,4361251,4.8,4.1,0.6,344845,12.1,78333305,11986592,9475726,2510866,15.3,12.1,3.2,21850934,1669091,64673,747,116888,2532629,23708,112428,1633628,28004726,992139,448522,2408109,506990,4355760,32360486
Autumn and spring term,201213,National,E92000001,England,State-funded primary,First language,First_language_Known_or_believed_to_be_other_than_English,644995,149154978,7612795,6039293,1573502,5.1,4,1.1,93600,14.5,20159417,3114518,2203678,910840,15.4,10.9,4.5,4564275,336871,248399,233,2828,462630,37957,9175,349556,6011924,556568,61443,782487,167237,1567735,7579659
Autumn and spring term,201213,National,E92000001,England,State-funded primary,First language,First_language_Unclassified,6460,1398206,74558,58317,16241,5.3,4.2,1.2,1025,15.9,190936,32872,22571,10301,17.2,11.8,5.4,43307,3298,998,2,222,4740,261,235,4503,57566,3114,1011,9501,2265,15891,73457
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Total,Total,2831010,678134219,39659737,31204386,8455351,5.8,4.6,1.2,472800,16.7,109134120,19966230,13590281,6375949,18.3,12.5,5.8,23898387,2624007,194630,104154,40843,992800,14841,758610,2438582,31066854,994674,419916,6049510,963058,8427158,39494012
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Gender,Gender_male,1434500,343714340,19639741,15469562,4170179,5.7,4.5,1.2,231370,16.1,53421030,9703660,6600579,3103081,18.2,12.4,5.8,11733958,1208717,104833,55243,22708,492270,7254,550545,1207631,15383159,489092,212805,2965204,487359,4154460,19537619
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Gender,Gender_female,1396510,334419879,20019996,15734824,4285172,6,4.7,1.3,241430,17.3,55713090,10262570,6989702,3272868,18.4,12.5,5.9,12164429,1415290,89797,48911,18135,500530,7587,208065,1230951,15683695,505582,207111,3084306,475699,4272698,19956393
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_White_Total,2244600,539265731,32904804,26024518,6880286,6.1,4.8,1.3,396580,17.7,92051947,17009770,11648992,5360778,18.5,12.7,5.8,20166803,2163707,24221,78571,39852,810771,6196,594788,2031111,25916020,737901,330093,5054372,736627,6858993,32775013
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_British,2119345,509926741,30899765,24617909,6281856,6.1,4.8,1.2,369940,17.5,86125600,15885956,10979512,4906444,18.4,12.7,5.7,19128501,2046586,14051,74716,18618,763476,5288,559527,1909014,24519777,663427,308884,4631227,660317,6263855,30783632
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Irish,9465,2275741,148625,115146,33479,6.5,5.1,1.5,1785,18.9,412538,79350,52190,27160,19.2,12.7,6.6,84960,10223,131,453,536,2940,35,2940,11142,113360,1926,1632,24352,5318,33228,146588
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,1200,256014,55576,30376,25200,21.7,11.9,9.8,805,66.9,164832,51144,26959,24185,31,16.4,14.7,12630,1113,45,17,8721,198,0,2216,5386,30326,815,621,20019,3741,25196,55522
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,6065,1316223,218905,110026,108879,16.6,8.4,8.3,3575,58.9,762446,189466,89827,99639,24.8,11.8,13.1,65205,7074,233,11,11706,1301,20,6651,16492,108693,4542,2168,89853,11012,107575,216268
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_white_background,108520,25491012,1581933,1151061,430872,6.2,4.5,1.7,20475,18.9,4586531,803854,500504,303350,17.5,10.9,6.6,875507,98711,9761,3374,271,42856,853,23454,89077,1143864,67191,16788,288921,56239,429139,1573003
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Mixed_Total,115690,27592108,1698671,1274789,423882,6.2,4.6,1.5,21335,18.4,4890034,904904,579942,324962,18.5,11.9,6.6,957713,105178,8909,4343,282,33357,811,47259,110725,1268577,38270,28355,304607,50785,422017,1690594
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,38395,9110180,640930,459252,181678,7,5,2,8620,22.5,1972650,379067,232972,146095,19.2,11.8,7.4,342976,35840,403,898,3,8278,110,23538,45186,457232,11276,12523,136175,20487,180461,637693
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_African,13100,3120749,173289,130291,42998,5.6,4.2,1.4,2055,15.7,469669,84979,53985,30994,18.1,11.5,6.6,97517,11070,1062,421,24,3739,111,4839,10629,129412,4644,2940,29471,5835,42890,172302
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Asian,24780,5965115,335367,264312,71055,5.6,4.4,1.2,3955,16,917001,164299,110835,53464,17.9,12.1,5.8,201142,22574,3663,1245,4,8133,237,5844,20255,263097,8113,3986,50427,8294,70820,333917
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,39415,9396064,549085,420934,128151,5.8,4.5,1.4,6705,17,1530714,276559,182150,94409,18.1,11.9,6.2,316078,35694,3781,1779,251,13207,353,13038,34655,418836,14237,8906,88534,16169,127846,546682
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Asian_Total,248620,59656398,2806155,2207642,598513,4.7,3.7,1,29560,11.9,6812608,1099198,746927,352271,16.1,11,5.2,1593858,187218,120177,10618,113,93293,5887,40649,142916,2194729,139687,24278,347430,84763,596158,2790887
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Indian,68020,16449738,650090,546967,103123,4,3.3,0.6,5845,8.6,1361610,210491,155809,54682,15.5,11.4,4,390888,49460,22675,5490,20,32430,1094,5005,36488,543550,29844,3995,53088,16034,102961,646511
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Pakistani,99195,23711452,1280818,976066,304752,5.4,4.1,1.3,14845,15,3421517,554734,368577,186157,16.2,10.8,5.4,709552,78668,60020,2411,70,36340,2878,23158,59635,972732,69941,11597,182118,40873,304529,1277261
Autumn and spring term,201213,National,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Bangladeshi,41125,9895545,484561,373342,111219,4.9,3.8,1.1,5020,12.2,1168958,191246,126597,64649,16.4,10.8,5.5,278601,29399,23415,743,16,8455,1165,7776,20149,369719,19287,5336,68014,16972,109609,479328
